,Sentence,label_word,label
2234,학교 폭력 상담 센터 분들이 모두 나를 다정하고 조심스럽게 대해 주셨어,긍정,0
2235,우리 오빠가 암이라고 진단을 받았어 하나뿐인 혈육인데 어떡하면 좋을지 모르겠어,부정,1
2236,용기를 내어 친구에게 같이 놀자고 했는데 무시 당해서 상처를 받았어,부정,1
2237,허 팝님 잘생기셨고 착하셔요,긍정,0
2238,이혼 후 몇 년만에 사랑 하는 사람이 생겨서 재혼 했어,긍정,0
2239,역시 기부의 신 허 팝님 넘 착하 새요 ,긍정,0
2240,진영언니 예뻐요,긍정,0
2241,씨밸년 틀 딱 용어 ㅁㅈ,욕설,2
2242,김 씨 때문에 몹시 화가 나,부정,1
2243,폐암으로 인해 수술 해도 오래 못 산다니  담배를 피우게 내버렸으면 좋겠어,부정,1
2244,거리에서 아들과 아들 친구들이랑 마주쳤는데 아들이 나를 모른 체하고 지나가서 내가 창피한가 하는 생각이 드네,부정,1
2245,점심시간에 친구들이 나만 두고 급식을 먹으러 갔어 점심을 혼자 먹어서 외로웠어,부정,1
2246,내가 치매로 기억을 다 잃으면 가족들이 날 양로원으로 보낼까 봐 슬퍼,부정,1
2247,쿨하시고 여 장군 느낌인데 그 안에 부드러움 까지 멋지세요 최고예요,긍정,0
2248,작가라서 소설 쓰나 보네,욕설,2
2249,화형 부활 절실,욕설,2
2250,저런거 하는 애들 개 찐 따 새 키들 많음,욕설,2
2251,ㅇㅇ 동탄아 지매 2 명이랑 만나 봤지 뇌가 없는 대신 이쁘다,욕설,2
2252,현실에서 저런 자세 취한 거 보는거보다 더 섹끈 해보인다,욕설,2
2253,오늘도 두 시간도 못 자고 뜬 눈으로 밤을 새웠어 불면증 때문에 이렇게 힘든데 가족들은 걱정도 안 하네,부정,1
2254,나도 부잣집 도련님으로 태어났다면 좋았을 뻔 했어,부정,1
2255,꼬꼬 사랑 해,긍정,0
2256,싹 다 태워 부러,욕설,2
2257,에 효 씨발,욕설,2
2258,밖에 있다가 집에만 오면 마음이 편안해지고 기뻐,긍정,0
2259,난 누가 뭐래 도 아픈 남편이 건강해질 거라고 믿고 싶어,긍정,0
2260,당뇨가 있어서 아무 거나 못 먹으니 사람들과 식사 자리도 조심해야 해서 불편해,부정,1
2261,진짜로 존경 하는 영 장부 이 시다 나라를 생각하는 맘 참으로 대단하신 애국 자이시다 부디 건강하시어 저희 곁에 오래 머물러주세요,긍정,0
2262,생명을 살려주셨네요 세상에 이럴수가 너무나 감사 한일 입니다,긍정,0
2263,OOO 옆에는 OOO 들이 침 흘리면서 있다는걸 모르는 뇬들이 있네 무조건 남자 혐오 증 걸리지말고 연예인 인기인 이 라면 빤쯔흘리는뇬들이 얼마나 많은지 모르나,욕설,2
2264,참으로 흥미로운 노래여요,긍정,0
2265,역대급 노잼 영상이 였다 화이팅,욕설,2
2266,정준영 사형 시켜라 그리 고목 매 OOO,욕설,2
2267,나는 왜 한 여자에 정착 하지 못 할까 내가 한심해,부정,1
2268,노예가 다 도망가니까 글로벌 노예 모집 하는거 임 너희들도 빨리 한국 떠라,욕설,2
2269,겨울에 아빠랑 시골에 갔을 때 기쁘고 행복했어,긍정,0
2270,여자 친구가 전 애인들에 대해서 캐 묻는데 어떻게 대답 해야 할 지 모르겠어,부정,1
2271,휴일이라 쉬고 싶은데 아내가 집 청소하라고 소리치는 바람에 회사에 가고 싶더라고,부정,1
2272,평소에 복습 많이 해서 오늘 공부를 더 안 해도 내일 시험 잘 볼 수 있을 것 같아,긍정,0
2273,직장에서 언제든지 날 해고 시킬 수 있을 것 같아서 불안해,부정,1
2274,영상 보는데 눈물이 계속 나더라고요 감사합니다 소중한 생명을 살려주셔서 복 많이 받으실거예요,긍정,0
2275,날아난 달아난도 아니고,욕설,2
2276,살아가면서 이해 안 되는 것 중의 하나가 소속 된 집단에서 선동 하는 대로 악의적인 행동을 무조건 따라 하는 사람들이야,부정,1
2277,이제 성폭행 당한 여자한테  그러게 평소에 조심 좀 하지라고 말 해도 되는거네 ,욕설,2
2278,않 주화 씨발,욕설,2
2279,건강을 잃을까 두려워,부정,1
2280,용돈을 보내줄 때면 자식들이 눈치를 줘서 상처 받았어 빨리 죽고 싶어,부정,1
2281,우리 가족은 나를 사랑 하지 않는 것 같아서 집을 나가고 싶어,부정,1
2282,엄마가 오빠 말만 듣고 나를 판단 해,부정,1
2283,아내와 결혼 전에는 무엇이든 조급했었는데 지금은 한결 편해져서 좋아,긍정,0
2284,회장님 항상 건강하세요,긍정,0
2285,그  페미니스트 대통령 되겠다,욕설,2
2286,좋은 뜻 좋은 곳 국력의 힘에 큰 도움이 될 소금과도 같은 쉽지 않은 큰 뜻일 겁니다 좋은 뜻에 맞게 집행 되도록 관심 기울이겠습니다 저도 작게나마 독거 노인 후원하고 재능기부로 봉사 하는데 시작이 어렵지 하면 할수록 내 가더 행복해지는 일인 것 같다는걸 느낍니다,긍정,0
2287,손길이 점점 부드러워지는거 보셨나요 전기충격기 보고 과격하다고 하는 사람 없겠죠 살아난 고양이 어루만지는 손길이 따뜻하게 느껴져요,긍정,0
2288,형 노래 좋아요,긍정,0
2289,형 가면 갈 수록 호감형이여 사랑 해,긍정,0
2290,아직 젊다고 생각 했는데 백내장 진단을 받았어 여간 충격이 아니야 내일 또 병원에 가야 해,부정,1
2291,잘 들었습니다,긍정,0
2292,기부 하는 유튜버중에 허 팝이 젤 멋있다,긍정,0
2293,팩트 어차피 저 여자들도 베충이 들 거들 떠도 안 봄,욕설,2
2294,운동 때문에 회식을 못 가서 화가 나,부정,1
2295,멋있어요 진짜,긍정,0
2296,친구가 대기업에 합격한 나를 멀리 할까 봐 친구한테 티를 내지 않았어,부정,1
2297,벌써 40 이 넘었지만 이 노래를 들으며 지나간 사랑에 대한 애틋함과 새로운 사랑에 대한 설렘 속에서 잠이 오질 않는다 더 이상 사랑에 상처 받고싶지 않지만 이 노래를 듣고내 심장이 춤 출 수 있는 누군가를 기다려 본다,긍정,0
2298,ㅇㅇ 기존의 제도를 무너 뜨리 는게 민좆당에게 나쁠건 없지,욕설,2
2299,존예네,욕설,2
2300,요즘 듣보잡  들이 설쳐 대네 날도 더운데 짜증나게시리,욕설,2
2301,애 낳는 기계니 징그러,욕설,2
2302,내년 9월 이면 다 죽고 누가 살아 있겠냐,욕설,2
2303,하현우도 그렇고 지르면 다가왕이네 ㅉㅉ,욕설,2
2304,유툽에 이런 천사 같은 분이 계실줄이야  구독과 따 봉으로 찬양 해 드림 어려운 분들 도와주셔서 대신 감사 드립니다 많이 버세요 종교 믿는분들 반성하 셈 허 팝님이야말로 천사고 축복 임 ,긍정,0
2305,신 씨 할아버지는 나랑 두 살 차이밖에 안 나는데 지병이 있어도 최 고령자로 우대 받고 있어 질투나,부정,1
2306,일베 리스트 만들어서 한 10년 정도 취업 안 돼 봐야 정신차림,욕설,2
2307,담임 선생님이 기분이 안 좋을 때마다 자꾸 우리 반 애들한테 화 풀이를 하셔서 짜증나,부정,1
2308,이승윤 음색 대박이네 요 너 무 좋아,긍정,0
2309,하기사 벌레가 뇌 같은게 있을 리가,욕설,2
2310,붕신 나 롯 머리아 4일 하고 때려쳣다 ㅌㅊ,욕설,2
2311,작년 21년 에 가장 잘한 일 중에 하나가 어바웃타임 채널 발견 해서 구독 한 거 뭔가 삶이 풍요로 워짐 많아서 보는거 포기 했던 시리즈 물이나 봤던거 또 보고싶은데 길었던거 아니면 몰랐던 드라마 남 영상을 꿀잼으로 편집 해주니까 인생의 짜 투리 시간을 알차게 쓰는 느낌  사랑 해요 어바웃타임,긍정,0
2312,석 천 이형 좋으 신분 같은데 애들 입장에서는 게이 삼촌이 입양 한 거에 대해서 부끄럽고 쪽팔릴수도 있을듯 싶어요 저 였으면 챙 피해서 학교 못 다녔어요,욕설,2
2313,와 괭이 착하고 귀엽다,긍정,0
2314,좋은 일 하신다고 글 읽고 좋아요 누르고 구독 하러 왔습니다,긍정,0
2315,쌩뚱맞게 60 대 최 반 엌 치매라니 그것도 곱게 사는 사모님이 알콜중독도 아니고 드라마보다 가 황당했습니다,욕설,2
2316,Wls 냄 줫나나네 이래놓고 내일 학교 가서 괴물 쥐랑 듀오 함하면서 Wls 들 끼리 빠갤생각에 목 졸라서 기절 시켜 버리고싶네,욕설,2
2317,사랑을 말 로안하고 표현 한 사람은 아이유님밖에 없을듯,긍정,0
2318,방금 좋아하는 애한테 말실수하고 까였는데 까이고 나서 들으니깐 가사가 공감 되네요,긍정,0
2319,헉 허 팝 클라스 오진다 ,긍정,0
2320,여긴 교회가 아닌데 김기동이는 목사가 아닌데 제 2 의 신천지 집단인데,욕설,2
2321,내가 좋아하는 사람이 추천 해준 노래 좋다,긍정,0
2322,한 걸레는 가난한 좃쭝 똥일 뿐입니다,욕설,2
2323,노인이 되어서 만 성 질환이 생기니 걱정 되네,부정,1
2324,자식들에게 나가야 할 돈은 많은데 여윳돈이 없어,부정,1
2325,과장님은 까다로우셔서 내가 아무리 열심히 해도 다 마음에 안 드시나 봐,부정,1
2326,보면서 내내 풋풋하게 사랑 하던 그날 그리고 그때의 나 그리고 그때의 그 사람이 생각나네,긍정,0
2327,지 들이 멋있어 보여서 취업 했으면서 회사가 외형 요구 하는 건 잘 못 된 건가 뭐만 하면 차별이고 불만이고 속씨끄럽게 구네,욕설,2
2328,나도 성적이 나쁘지 않은데 교수님의 기대를 받는 건 내 친구라 질투나,부정,1
2329,오늘 청소 시간에 내가 맡은 청소 구역이 아닌 창문을 깨끗하게 안 닦았다고 선생님께 혼이 났어,부정,1
2330,유학 간다고 부모님께 말씀 드렸는데 조금 더 생각 해보라며 침착하게 반응 해주셔서 기뻤어,긍정,0
2331,걸뽀님 개 좋다 진짜,긍정,0
2332,내 동기만 내가 가고 싶었던 부서로 인사 발령이 났어,부정,1
2333,내가 동성애자라는 걸 분명히 알게 된 후 당황 스럽고 다른 동료들을 보면 열등감이 느껴져,부정,1
2334,싸게 싸게 행동 하자이기 저런 놈은 오래 살려 두면 안되노 빠른 시일 내 처리 앙망 하노,욕설,2
2335,엄마가 걱정 할까 봐 학교에서 잘 지낸다고 했어 거짓말 하지 말았어야 했는데,부정,1
2336,노래 좋다,긍정,0
2337,내가 소심해서 말을 잘 못 하니까 모두 나한테 불친절하게 대 할 것 같아,부정,1
2338,죽은 세월호 구원파 교주 유병언이 조까 사위 딸로 환생한듯,욕설,2
2339, 미친 놈 ,욕설,2
2340,잘생겨서 놀람  저 정도 ㅌㅊ 면 한국 ㅂㅈ 들 꽤나 먹고 다닐듯,욕설,2
2341,게이와 레즈비언의 용어에 대해서 공부 한다는 것 NP 과 PD 의 차이가 무엇 인지에 대해서 공부 한다는 것 일반인이 볼때 뭐가 됐던 다 동성애자 인거고 뭐가 됐던 다 빨갱이 새끼들 인거 임,욕설,2
2342,민주당 찍어놓고 코스프레 하는거지 뭘,욕설,2
2343,아니 왜 범죄자가 기어나오냐고 자꾸,욕설,2
2344,실제 기부 하고서 저런 생쇼를 한다면 인정은 하겠지만 그렇지 않다면 루게릭병을 지 들 관심 인맥 홍보 수단으로 활용 하는 모습 보기 안좋네요,욕설,2
2345,아이큐 낮은 쿵쾅이 들 그림인거 같은데  그래도 뭐 다 공개 하는게 맞지,욕설,2
2346,와 시발 내 고향이 어쩌다가,욕설,2
2347,정우 쓰레기 연기에 비 하면 부산 사람 맞나싶을 정도로 사투리부터 연기 자체가 어색,욕설,2
2348,이런 분위기 좋아요  설레설레,긍정,0
2349,박얘쁜 저 분인거 백퍼고 또 한 분은 급식 때부터 생수 머신 드립을 치시고  걍 노답인데 뭘 아프다니까 불쌍하다고 냄비들처럼 난리냐  걍 쟈들은 노답들만 모인 그룹이야 일진들 골라서 만든 양 아치 여자 아이돌 ㅇㅇ,욕설,2
2350,세상은 좁아 아들의 대학교수가 내 대학 동기라니 마음이 놓이면서도 반가워서 신이 나,긍정,0
2351,고추 잘라 삐자,욕설,2
2352,와 이건 좀  성매매 업 소도 위험하노 이 젠 ,욕설,2
2353,김성재는 무슨 듣보잡인가요 꼰대들 또 추억 팔이 하는 중,욕설,2
2354,손흥민 봐 몇 주 전까지 자기들 끼리 월 클이니 뭐니 빨다 인성 논란 터지니 뭘 해도 욕먹고 조롱 당함 선수 한 명에 감정이입 해서 물고 빨고 지랄,욕설,2
2355,이건 뭔 듣보잡이 나와서 개 소리야,욕설,2
2356,알리 드립은 12년 도부터본거같은데 시발 8년 째 저 지랄하네,욕설,2
2357,아이들이 자꾸 고집을 피워서 내 마음이 방어적으로 돼 적극적 대처를 하고 싶어,부정,1
2358,내 건강이 나빠져서 기력을 잃게 되면 남편은 다른 여자를 만날 것 같아 불안해,부정,1
2359,대단하 신분 인성도 훈훈하시고 인상도 훈훈하시고 노래도 짱 멋져요,긍정,0
2360,아이유 노래를 듣다 보면 동시대를 살아가는 또래라는 게 위로가 되는 느낌이예요 아이유 천재,긍정,0
2361,아니래 자나 구원파면 또 왜 박진영이 죄 졌냐 양은이 파 칠성파 이런거 아니잖아 노란 리본 쳐 달고 다니는 개돼지들이 사이비종교보다 더 빡세게 세뇌 당한 애들 아니냐 솔 까,욕설,2
2362,와 예뻐,긍정,0
2363,내 친구나 동기들은 여유롭게 취미도 즐기고 하는데 나는 왜 하루하루 쫓기며 살아가는 기분이지,부정,1
2364,사회 분열과 남녀 갈등이 심각한데 정치인이라는 작자가 거기에 숟가락이나 얹으려고 들고 한심하다,욕설,2
2365,중졸 새끼가 글 썼나 시발 몇 줄 읽다가 가독성 구려서 걍 글 내림 시발,욕설,2
2366,입사시험을 보고 왔는데 무섭고 걱정 돼 저번에도 시험 보고 떨어졌던 회사 거든,부정,1
2367,20 대인데 나 죽고 내 손자 세대까지 통일 안됬으면 좋겠다 반세기 넘게 단절 된 사람들한테 동질감은 들지 않고 언어만 같은 사람이 사는 곳이라고 인식 한다,욕설,2
2368,맞아요 ㅡ 생필품 담고 저는 프라 머델담을래 요  그런데 기부 욨 다니 허 팝님 역시 대다내요,긍정,0
2369,어제 종합 검진 결과가 나왔는데 내 협심증 증상이 많이 좋아졌대,긍정,0
2370,아씨 발 ,욕설,2
2371,여 튼이라는 단어는 없다 그리고 않 ㅈ 떻 ㅈ 맞춤법 상태를 보니 니가 오 줌마 려울 때 처 맞을 뻔한게 이해가 된다 ,욕설,2
2372,직장 상사가 시키는 대로 했을 뿐인데 또 다른 상사가 내게 와서 뭐라고 하더라,부정,1
2373,역시 가정교육이 중요한거야 대단하시다 남에게 단 1원 도 쓰기 아까운 사람들이 많지,긍정,0
2374,우리 가족은 언제나 나를 믿어줘서 기뻐,긍정,0
2375,캬악퉤 미개한것 들이 짬지 하나도 흑 좆나 징그럽노,욕설,2
2376,저런거 부추기는 좌파 좌좀 개새끼 시민단체들 부터 조져야지 맞 불 작전 모르노 제주도 시민들은 그럼 전라도에도 같이 난민 대거 수용 하자라고 해봐라 어떤 개 씹 소리들 하는지 ,욕설,2
2377,와 시발 성경 까는 새끼들도 있네,욕설,2
2378,나는 부모님께 아무 것도 못 해주는 나쁜 딸인 것 같아,부정,1
2379,한 달 동안 기획한 사업을 팀원들과 협력 해서 성공적으로 끝나게 됐어,긍정,0
2380,건강 검진 결과가 나올 때가 되었는데 왜 이렇게 안 나오지 무슨 병이라도 있는 건가,부정,1
2381,너무한 새 키들 이제 대구 특산 물까지 노리냐 ,욕설,2
2382,운동을 하니까 다시 젊어진 것 같아,긍정,0
2383,T 1 사랑 해 ,긍정,0
2384,부모님께 따돌림 당한다는 얘길 어떻게 해야 할지 모르겠어 걱정 시키고 싶지 않은데,부정,1
2385,신장 쪽에 문제가 있었는데 괜찮아 진줄 알았는데 더 나빠졌다고 하네,부정,1
2386,중국 여자 떡 여행은 괜춘 가슴 큼,욕설,2
2387,요새 아이들 성장이 빠르다고 하지만 유치원 생인 아들이 벌써 변성기가 와서 놀랐어,부정,1
2388,오늘은 날아갈 것 같은 기분이야,긍정,0
2389,그리고 씨발 년아 la 성경침례교회 김경환 목사님도,욕설,2
2390,15억 제한 걸면 밑에껄로 투기 한다고 일베 애들도 그리 말 하더만 이 정신병자 정권은 시장을 거슬리려고 환장을 했어,욕설,2
2391,오늘 밤 다 잤다 역시 최고,긍정,0
2392,애인 부모님이 내가 좋은 대학 출신이 아니라고 사귀는 걸 반대 했어 슬퍼,부정,1
2393,오늘 아침은 기분도 마음도 좋아,긍정,0
2394,아 놔 이 새 기 여기 숨어잇엇네  야 시발 새 꺄 내가 오늘 이만원 갖고 오랫 지 뒤질래,욕설,2
2395,여대생 냉 찌꺼기 빨아 먹고싶다,욕설,2
2396,아니 그 공부를 해야한 다니까 갖다 용접 만하면 되는거이 아니고 철하고 알루미늄하고 졸라게 용접 해봐야 붙질 않아,욕설,2
2397,쟤들 도와줄 돈으로 휴지 줍는 참전 할아버지나 도와주자,욕설,2
2398,예쁜 내 동생 ,긍정,0
2399,집 나갔던 아들이 돈이 떨어졌다고 다시 돌아왔어,부정,1
2400,좋아요 팍팍,긍정,0
2401,어제 한 친구가 나를 발로 찼어 그런데 일부러 찬 걸 아는데도 그 친구는 사과를 하지 않았어,부정,1
2402,예상 비용보다 훨씬 크게 나가시다니  그래도 마지막까지 웃는 모습 당신은 프로 입니다 ,긍정,0
2403,들을수록 좋냐,긍정,0
2404,남편이 혈압이 높은 줄은 알았는데 그 정도인 줄은 몰랐어,부정,1
2405,오래 살고는 싶은데 날 챙겨주는 사람 한 명이 없으니 외로워,부정,1
2406,와 멋져요,긍정,0
2407,이 노래 좋아요 대학시절이 아련히 떠올라서 마음이 쵸 크 쵸 크해 짐  현실은 30 대 아주 미,긍정,0
2408,우리 아빠는 항상 밤늦게 술에 취해서 들어오셔서 난동을 부리시니까 한심하다고 느껴져,부정,1
2409,당뇨가 심하게 진행 되어서 식단 조절도 소용이 없다고 하니 절망 스러워,부정,1
2410,죽음이 두려워서 미칠 것만 같아,긍정,0
2411,흥 해라 숏 박스 너 흰 천재야,긍정,0
2412,참 꼬인 사람들이 많네요 한 녀들 종특인 듯 행복하세요,욕설,2
2413,인권 보도 준칙 만들어 방송사 장악하고 에이즈 폐해 알리지 않고 국민의 알권리 무시하고 질 본 보복부 위에 군림하며 헌법 위에 군림하는 국가 인권위를 해체하라,욕설,2
2414,오늘 내가 주번은 아니었는데 몸이 안 좋은 친구들을 대신 해서 청소를 해줬어,부정,1
2415,편향적인 기사를 쓰지 마세요 왜 반대 하는지 귀 기울이세요 많은 국민들이 반대하고 있어요,욕설,2
2416,나는 공부에 도움을 줄 멘토와 선생님이 없어서 외로워,부정,1
2417, 부모님이 댓글을 보시기 때문에 날이 선 댓글들은 삭제하고 있습니다 도대체 이런 영상에 날이 선 댓글이 왜 달리는 지 도무지 이해가 안 되네 아무튼 아버님 복 받으실 겁니다  뭉클해지네요,긍정,0
2418,언젠가 나의 배를 보았는데 혐오스럽게 도 완전히 할머니가 되어 있더라고,부정,1
2419,그렇게 잊혀진 그녀,긍정,0
2420,지랄 하네 ,욕설,2
2421,연기까지 잘 해 ,긍정,0
2422,아빠가 당뇨 진단 후에 우울해하시고 웃지도 않으셔서 걱정 돼,부정,1
2423,나는 가족들이랑 있을 때 가장 편안해,긍정,0
2424,허 팝님 기부 하는 마음 착해요  기부 한 만큼 구독 좋아요 눌러 드릴게요 ,긍정,0
2425,카이스트 22 학번 신입생 입니다 이수영 회장님 덕분에 더욱 더 학교에 자부심이 생기고 열심히 해야겠다는 생각이 듭니다 감사합니다 회장님,긍정,0
2426,아내가 자꾸 친구 남편과 비교 해서 말을 하는데 좌절 감이 들어,부정,1
2427,손자들이 내가 병원에만 있어서 재미없다고 말 하지 뭐야,부정,1
2428,XXXL 사이즈의 거구 간호사 曰 합 숙소 만 아니었으면 확 죽여 버리는건데 ,욕설,2
2429,언니는 우리에게 영원한 셀러브리티 입니다 ,긍정,0
2430,티원 대단하네 게임 단을 브랜드화 시키네  구찌와 협업이라니 엄청나다,긍정,0
2431,세상에 가짜 미투라는 건 없다 한남들의 모자란 변명 일 뿐,욕설,2
2432,씹 빨와 꾸 씹 빨,욕설,2
2433,한국인이라 면서 내놓는 정책들은 한국에 있는 외국인을 위한 정책을 내놓더라 ,욕설,2
2434,지랄 하네 그러케 독재로 우 덜 란드 빼고는 다 빵에 쳐노 코선,욕설,2
2435,휼륭한 부모님이래서 훌륭한 가치관을 세우신 분이네요 부모의 자녀교육이 이렇게 중요하네요 워낙에 똑똑하시고 재원이신 데 게다가 나라 사랑 하시는 마음과 씀씀이가 월 클이십니다 존경 합니다,긍정,0
2436,충격과 감동과 힐링의 영상 입니다 귀한 일 하셨습니다 ,긍정,0
2437,리볼트 더 하우스 오브 더데 드 안 하는 호구 새끼 없지,욕설,2
2438,당뇨병 진단을 받았어 건강 관리를 어떻게 해야 할지 혼란 스러워,부정,1
2439,아우라가 다르시다 너무나도 멋지세요 말도 어쩜 재밌게 하시는지 대단하시단 말밖에,긍정,0
2440,사랑 합니다,긍정,0
2441,보지에 늘 새기겠노,욕설,2
2442,암에 걸려서 아들 식구랑 같이 살게 되었는데 며느리가 많이 반대 했다지 뭐야,부정,1
2443,화장실에서 신나게 상사 뒷담화를 했었는데 상사가 다 들었대 창피하다,부정,1
2444,술 한 잔 살돈 없으니 친구도 무시 하네 상처 받게,부정,1
2445,역시 기부 천사 허 팝님,긍정,0
2446,Hong Jin Young is so beautiful In the 20 s 홍진영 예뻐요 20 대 인줄,긍정,0
2447,ㄹㅇ 화염방사기로 지지고 싶다,욕설,2
2448,나한테 공부 하나도 못 해서 걱정 된다던 친구가 점수를 가장 잘 받았어,부정,1
2449,내가 좋아하는 일을 해야 할지 부모님이 원하는 일을 해야 할지 모르겠어서 혼란 스러워,부정,1
2450,그동안은 삶을 녹여 낸 리얼 함으로 웃겼는데 이번엔 ㄹㅇ  대 환장 파티인데 도 꿀 잼이었다 ,긍정,0
2451,좆 잡고 있었노,욕설,2
2452,남편 성격은 염세적인 거 같아,부정,1
2453,동기랑 사귀는 게 회사에 소문이 나서 부끄러워,부정,1
2454,뜨개질 좋아하는 남도 산이 생각나는군요 ,긍정,0
2455,와 난 55 인치인가 그거 이번에 사면서 와이프 보고 큰 티비를 모 하러 사노 했거든 어차피 테블릿 많이 쓰니깐 75 면 존나 크것다 ,욕설,2
2456,짤 씨발 ,욕설,2
2457,저두 모르게 눈물이  복 받으실 꺼에요,긍정,0
2458,삼성 경 영진이 저 분 마인드 발톱 만큼만이라도 따라갔으면 국력만 좋아지면 뭐 해 부익부빈익빈인 디,긍정,0
2459,허 팝 영상 45년 전부터 봐오면서 솔직히 예전에는 이 사람 엄청난 관종이구나 생각하고 어머니께 서도 이상한 사람이라고 보지 말라고 하셨는데 지금와 보니까 허 팝이라는 분이 성공하시고 이렇게 기부까지 하시는 관종 같으면서도 대단한 사람이구나 생각 했네요,긍정,0
2460,운동 해서 건강 챙겨야 하는데 야근 해서 피곤해,부정,1
2461,저 새끼 일베 ㅓ 한 듯 ,욕설,2
2462,와 한국 냄 저 비만 률좀 ㅈㄴ 역겨워,욕설,2
2463,나를 괴롭히던 가해자들이 선생님 앞에서는 나를 챙기는 척 해서 같잖아,부정,1
2464,박력 보소,긍정,0
2465,기숙사에 있던 아들을 오랜 만에 봤는데 걱정 될 정도로 살이 빠져서 당황 했어,부정,1
2466,학교에서 딸아이가 학력 평가 시험을 보았어 오늘 성적이 나온다고 해서 초조해,부정,1
2467,괴물 쥐 유튜브로 보는 사람은 모르지만 최소한 생방 보는 애들은 절반 이상이 찐 같냐 무슨 찐 농도 ㅈㄴ 진하다,욕설,2
2468,앵 간 해서는 댓글 잘 안다는데 편집 지렸다 완전 행복하고 아름다운 편집이네 요,긍정,0
2469,남편이 암 투병으로 힘들어하는 것을 옆에서 지켜볼 때마다 마음이 아프고 나도 힘들어,부정,1
2470,저런 애들은 안 보내면 안되냐 군대에서 무슨 짓 할지 예상이 되는데,욕설,2
2471,시발 미국이가,욕설,2
2472,부모님이 이사를 간다 했는데 나만 할머니 집으로 가고 있어,부정,1
2473,일베나 트위터 등 SNS에 몸 까는 새끼들 대부분이 스폰 구 할라고 그러는 거다,욕설,2
2474,아무 일도 아닌 일로도 화가 나고 속상해 나한테 도 갱년기가 온 것 같아,부정,1
2475,코재 꼰대섺꺄 55 살밖에 안처 묵고 반말 찍찍하고 ㅉㅉ 뭉쳐야 산다 덕에 방송가 기웃 거리다 훅 간다 예의 없는 음주운전 5회 이상한 쑤랙이 ㅉㅉ,욕설,2
2476,아 내가 좋아하는 냥 이 닷 이쁘당 ,긍정,0
2477,직장 사람들 모두 정시 퇴근을 하는데 나만 야근을 하니까 외로워,부정,1
2478,적재 무슨 일이야 좋다,긍정,0
2479,쓰래 기 루저들이랑은 유전자부터 다르네 역시,욕설,2
2480,좋아서 오늘도 듣고 갑니다 콘서트 갈 게여 진짜로 감정 잘 알고 계신다  앞으로도 좋은 노레 해주세요,긍정,0
2481,프로젝트 실적이 성공적 이었어 느긋한 마음으로 업무에 집중 할 수 있을 것 같아,긍정,0
2482,아이유 12년 째 팬 대학생이던 저는 사업가가 되었고 사랑 하는 아내를 만나 토끼 같은 자식을 낳고 키우고있어요 아이유님은 화장 기 없는 앳된 얼굴로 기타 하나 들고 노래 하던 소녀에서 많은 사람들을 품을 줄 아는 멋진 성인으로 성장하셨네요 고맙고 뿌듯해요 12년 후엔 저나 아이유님이나 더 멋지게 성장해있길 그때까지 늘 열심히 팬 하겠습니다 나의 셀레브리티,긍정,0
2483,교육을 위해 사회에 지금껏 벌어 온 돈을 기부 하신다는게 쉬운 선택이 아니셨을텐데 766억 이라는 돈을 기부 하시다니 대단하세요,긍정,0
2484,아 둘이 티키타카 할 때 넘 웃겨,긍정,0
2485,각종 커뮤니티에 존나 떠 도는 조 크라 ㅁㅈ,욕설,2
2486,기존 거가 더 귀엽다구 욬 ,긍정,0
2487,내가 코코 였으면 행복했을 뜻 ,긍정,0
2488,카이스트 드라마 좋아했는데,긍정,0
2489,갱년기가 온 것 같은데 가족들은 지 들만 신경 쓰고 내 기분은 신경도 안 써서 서러워 죽겠어,부정,1
2490,룸메이트가 아무런 말도 없이 갑자기 방을 빼겠다고 해서 혼란 하네,부정,1
2491,근데 백종원 씨 스타일이 아 재 스타일 이긴 함 요즘은 맛보다 허세인 경우가 많음 사장 인격 문제 된 마카롱 집도 여전히 장사 잘 됨 이뿌기만 해도 어느 정도 먹히는 세 상임,욕설,2
2492,회사 팀원 들이 나만 빼고 자기들 끼리만 이야기 하는 것 같아 배신 감이 들어,부정,1
2493,대박 완전 예쁘다,긍정,0
2494,이 것을 사야 되나 말아야 되나 고민 되네,부정,1
2495,부모님이 자꾸 내 일에 참견 하셔,부정,1
2496,가족들은 취업에 실패한 내게 위로 한마디 건네지 않아서 상처 받았어,부정,1
2497,씨 X 럼의 새 X,욕설,2
2498,헨리 자신도 힘들텐데 응원 해주는거 심쿵  헨리는 모든 것에 진심이야  촛불 하나 넘 좋다 ,긍정,0
2499,마치 가사 같은 사랑을 하고 있다는 환상을 갖게 되는 음과 음색,긍정,0
2500,아 찐 들 존나 재미없다 차라리 찡찡대는 초딩 쉑 4 명 데리고 하는게 훨 재밌을듯,욕설,2
2501,나를 많이 이해 해주던 애인과 헤어져서 우울해,부정,1
2502,근데 변기 유천 빠들은 왜 관련도 없는 이세영 기사에서 쿵쾅 대는거 임  SM한테 버림 받은 늙은 퇴물 ,욕설,2
2503,이름에게가 처음으로 누구를 위해 쓴 곡 이라시던데 이번에도 모두를 위한 노래 써주셨네  감동,긍정,0
2504,재밋다,긍정,0
2505,아 노래 좋다 남자도 반하는 장범준의 보이스,긍정,0
